INSTNM	ADDR	CITY	STABBR	ZIP	LONGITUD	LATITUDE										
Regency Beauty Institute-Winston-Salem	588 Hanes Mall Blvd	Winston Salem	NC	27103	-80.250264	36.066944										
Nouvelle Institute	3271 NW 7th St Ste 106	Miami	FL	33125	-80.249373	25.779157										
Piedmont International University	420 S. Broad St.	Winston Salem	NC	27101	-80.249121	36.088839										
Mercer County Career Center	776 Greenville Rd	Mercer	PA	16137	-80.248614	41.250851										
Western Area Career and Technology Center	688 Western Avenue	Canonsburg	PA	15317	-80.246117	40.254722										
Penn Commercial Business/Technical School	242 Oak Spring Road	Washington	PA	15301	-80.245711	40.16974										
Salem College	601 S Church St	Winston Salem	NC	27101	-80.241357	36.087531										
Washington & Jefferson College	60 S Lincoln St	Washington	PA	15301	-80.240388	40.171898										
University of North Carolina School of the Arts	1533 South Main St.	Winston-Salem	NC	27117	-80.236625	36.07482										
Stanly Community College	141 College Drive	Albemarle	NC	28001	-80.236005	35.339846										
Broward College	111 East Las Olas Blvd	Fort Lauderdale	FL	33301	-80.23541	26.07972										
William T McFatter Technical Center	6500 Nova Drive	Davie	FL	33317	-80.232201	26.085022										
ASM Beauty World Academy	6423 Stirling Road	Davie	FL	33314	-80.232133	26.046048										
Trinity Episcopal School for Ministry	311 Eleventh St	Ambridge	PA	15003	-80.229331	40.593686										
New Concept Massage and Beauty School	2022 SW 1st St	Miami	FL	33135	-80.228547	25.77128										
D A Dorsey Educational Center	7100 N. W. 17th Avenue	Miami	FL	33147	-80.225644	25.839659										
Praxis Institute	1850 SW 8th St 4th Fl	Miami	FL	33135	-80.225612	25.765409										
Fred W Eberle Technical Center	Rte 5 Box 2	Buckhannon	WV	26201	-80.225278	39.001908										
Winston-Salem State University	601 Martin Luther King Jr Dr	Winston-Salem	NC	27110	-80.224905	36.089197										
Dade Medical College-Hollywood	6837 Taft Street	Hollywood	FL	33024	-80.224797	26.024536										
City College-Hollywood	6565 Taft Street	Hollywood	FL	33024	-80.219921	26.02529										
West Virginia Wesleyan College	59 College Ave	Buckhannon	WV	26201	-80.217094	38.990476										
Mercy Hospital School of Practical Nursing-Plantation General Hospital	3663 S Miami Ave	Miami	FL	33133	-80.21658	25.743109										
Robert Morris University	6001 University Boulevard	Moon Township	PA	15108	-80.211785	40.521088										
South Piedmont Community College	680 Highway 74 West	Polkton	NC	28135	-80.211087	35.000312										
Lindsey Hopkins Technical Education Center	750 NW 20 Street	Miami	FL	33127	-80.208154	25.794676										
University of Fort Lauderdale	4069 NW 16th St	Lauderhill	FL	33313	-80.204513	26.146219										
Fortis Institute-Erie	5757 W 26th St	Erie	PA	16506	-80.204328	42.0604										
Concorde Career Institute-Miramar	10933 Marks Way	Miramar	FL	33025	-80.203007	26.175119										
Allied Health Institute	51 N State Road 7	Plantation	FL	33317	-80.202291	26.11946										
South University-West Palm Beach	9801 Belvedere Road	Royal Palm Beach	FL	33411	-80.19969	26.69165										
Sheridan Technical Center	5400 Sheridan St	Hollywood	FL	33021	-80.198024	26.031736										
Carolina Christian College	4209 Indiana Avenue	Winston Salem	NC	27105	-80.192792	36.148443										
Pittsburgh Technical Institute	1111 McKee Road	Oakdale	PA	15071	-80.191938	40.422829										
Miami Dade College	300 NE 2nd Avenue	Miami	FL	33132	-80.190856	25.777717										
AI Miami International University of Art and Design	1501 Biscayne Boulevard	Miami	FL	33132	-80.18839	25.790008										
Waynesburg University	51 W College St	Waynesburg	PA	15370	-80.18727	39.899419										
Atlantic Technical Center	4700 Coconut Creek Parkway	Coconut Creek	FL	33063	-80.185311	26.243609										
Davidson County Community College	297 Davidson Community College Rd	Thomasville	NC	27360	-80.181739	35.865541										
Coral Ridge Nurses Assistant Training School Inc	2121 W Oakland Pk Blvd	Fort Lauderdale	FL	33311	-80.171343	26.165678										
City College-Fort Lauderdale	2000 W. Commerical Boulevard	Fort Lauderdale	FL	33309	-80.17007	26.18748										
Boca Beauty Academy	7820 Glades Road	Boca Raton	FL	33434	-80.166851	26.36718										
Johnson & Wales University-North Miami	1701 NE 127th St	North Miami	FL	33181	-80.164797	25.894337										
Keiser University-Ft Lauderdale	1500 NW 49th St.	Fort Lauderdale	FL	33309	-80.163959	26.185869										
Beauty Schools of America-North Miami Beach	1813 NE 163rd Street	North Miami Beach	FL	33162	-80.163613	25.926365										
Sanford-Brown Institute-Ft Lauderdale	1201 W. Cypress Creek Road	Fort Lauderdale	FL	33309	-80.160374	26.2038										
ITT Technical Institute-Pittsburgh	5460 Campbells Run Road	Pittsburgh	PA	15205	-80.157521	40.44593										
SAE Institute of Technology-Miami	16051 W. Dixie Highway	North Miami Beach	FL	33160	-80.155391	25.92387										
Florida Academy of Health & Beauty	2300 NW 9th Ave	Wilton Manor	FL	33311	-80.154212	26.156984										
Florida College of Natural Health-Pompano Beach	2001 W Sample Rd Ste 100	Pompano Beach	FL	33064	-80.151132	26.275548										
Greene County Career and Technology Center	60 Zimmerman Drive	Waynesburg	PA	15370	-80.15002	39.895622										
Opportunities Industrialization Center	120 Jackson St	Fairmont	WV	26554	-80.144976	39.485033										
Talmudic College of Florida	4000 Alton Rd	Miami Beach	FL	33140	-80.141334	25.7949										
Yeshivah Gedolah Rabbinical College	1140 Alton Rd	Miami Beach	FL	33139	-80.141029	25.782409										
Miami Ad School-Miami Beach	955 Alton Rd	Miami Beach	FL	33139	-80.14082	25.779947										
Beauty Schools of America	1011 5th Street	Miami Beach	FL	33139	-80.138551	25.77483										
Medical Institute of Palm Beach	5821B Lake Worth Rd	Greenacres	FL	33463	-80.13622	26.62047										
Prestige Health & Beauty Sciences Academy	3845 North East 163rd Street	North Miami Beach	FL	33160	-80.132918	25.931398										
Hobe Sound Bible College	11298 SE Gomez	Hobe Sound	FL	33455	-80.132413	27.066473										
Edinboro University of Pennsylvania	219 Meadville Street	Edinboro	PA	16444	-80.126363	41.869978										
Crawford County Career and Technical Center Practical Nursing Program	860 Thurston Rd	Meadville	PA	16335	-80.126167	41.633675										
Saint Vincent de Paul Regional Seminary	10701 South Military Trail	Boynton Beach	FL	33436	-80.125707	26.51582										
Cambridge Institute of Health & Technology	5150 Linton Blvd	Delray Beach	FL	33484	-80.1257	26.438131										
Lynn University	3601 N. Military Trail	Boca Raton	FL	33431	-80.123851	26.382777										
The Art Institute of Fort Lauderdale	1799 SE 17th St	Fort Lauderdale	FL	33316	-80.123514	26.101246										
Academy for Nursing and Health Occupations	5154 Okeechobee Blvd Ste 201	West Palm Beach	FL	33417	-80.121497	26.70653										
Dade Medical College-West Palm Beach	2601 South Military Trail	West Palm Beach	FL	33415	-80.114401	26.639										
Academy of Healing Arts Massage & Facial Skin Care	3141 S Military Tr	Lake Worth	FL	33463	-80.113108	26.631072										
Charleston Cosmetology Institute	8484 Dorchester Road	Charleston	SC	29420	-80.112237	32.917309										
The Beauty Institute	2215 N Military Trl	West  Palm Beach	FL	33409	-80.111689	26.710119										
Digital Media Arts College	5400 Broken Sound Blvd NW #100	Boca Raton	FL	33487	-80.110631	26.39529										
Empire Beauty School-West Palm	4258  Okeechobee Blvd	West Palm Beach	FL	33409	-80.107126	26.706707										
Northwood University-Florida	2600 N Military Trail	West Palm Beach	FL	33409	-80.104138	26.714688										
Everest University-Pompano Beach	225 N. Federal Hwy.	Pompano Beach	FL	33062	-80.103598	26.234119										
Florida Atlantic University	777 Glades Rd	Boca Raton	FL	33431	-80.102293	26.372536										
Florida Barber Academy	3269 North Federal Highway	Pompano Beach	FL	33064	-80.098793	26.271484										
MCI Institute of Technology	3650 Shawnee Ave.	West Palm Beach	FL	33409	-80.097545	26.706119										
Lincoln College of Technology-West Palm Beach	2410 Metrocentre Blvd	West Palm Beach	FL	33407	-80.094805	26.758227										
Erie Institute of Technology Inc	940 Millcreek Mall	Erie	PA	16565	-80.094041	42.067417										
South Florida Bible College and Theological Seminary	1100 S Federal Hwy	Deerfield Beach	FL	33441	-80.092381	26.30354										
Great Lakes Institute of Technology	5100 Peach Street	Erie	PA	16509	-80.091816	42.079508										
Pittsburgh's Ohio Valley Hospital School of Nursing	25 Heckel Rd	McKees Rocks	PA	15136	-80.090843	40.471404										
Erie Business Center-Erie	246 W Ninth St	Erie	PA	16501	-80.088888	42.124849										
Palm Beach State College	4200 Congress Ave	Lake Worth	FL	33461	-80.087104	26.613214										
ITT Technical Institute-West Palm Beach	1756 North Congress Avenue	West Palm Beach	FL	33409	-80.085981	26.70219										
Grove City College	100 Campus Dr	Grove City	PA	16127	-80.079836	41.157827										
Palm Beach Academy of Health & Beauty	1220-A 10th St	Lake Park	FL	33403	-80.074979	26.803621										
Charleston Southern University	9200 University Blvd	Charleston	SC	29406	-80.069288	32.981986										
Pennsylvania Gunsmith School	812 Ohio River Blvd	Pittsburgh	PA	15202	-80.068551	40.496686										
Coker College	300 E College Ave	Hartsville	SC	29550	-80.067713	34.37709										
Lacy Cosmetology School-Goose Creek	98 Davenport St	Goose Creek	SC	29445	-80.065725	33.035472										
Ultrasound Medical Institute	503 Royal Palm Beach Blvd	Royal Palm Beach	FL	33411	-80.061231	26.57261										
Hair Design Institute	552 E Woolbright Rd	Boynton Beach	FL	33435	-80.060427	26.514495										
Roanoke College	221 College Lane	Salem	VA	24153	-80.056433	37.29686										
Slippery Rock University of Pennsylvania	1 Morrow Way	Slippery Rock	PA	16057	-80.051814	41.060814										
Palm Beach Atlantic University	901 S. Flagler Drive	West Palm Beach	FL	33401	-80.049758	26.704629										
Alderson Broaddus University	101 College Hill Drive	Philippi	WV	26416	-80.047728	39.158067										
South Hills Beauty Academy Inc	3269 W Liberty Ave	Pittsburgh	PA	15216	-80.041789	40.389456										
Centura College-North Charleston	8088 Rivers Ave	North Charleston	SC	29406	-80.041206	32.953662										
Barber School of Pittsburgh	145 Steuben St	Pittsburgh	PA	15220	-80.034071	40.44202										
Bidwell Training Center Inc	1815 Metropolitan St	Pittsburgh	PA	15233	-80.032799	40.458378										
Lacy Cosmetology School-West Ashley	2070 Sam Rittenberg Blvd.	Charleston	SC	29407	-80.030918	32.792256										
Trident Technical College	7000 Rivers Avenue	Charleston	SC	29423	-80.030388	32.925912										
ITT Technical Institute-North Charleston	2431 W Aviation Ave	North Charleston	SC	29406	-80.027451	32.90049										
American National University	1813 E Main St	Salem	VA	24153	-80.023597	37.299714										
Virginia College-Charleston	6185 Rivers Avenue	North Charleston	SC	29406	-80.023116	32.906099										
ITT Technical Institute-Salem	2159 Apperson Dr	Salem	VA	24153	-80.021661	37.264873										
Ferrum College	215 Ferrum Mountain Road	Ferrum	VA	24088	-80.020864	36.926648										
Career Training Academy-Pittsburgh	1500 Shoppes at Northway	Pittsburgh	PA	15237	-80.02044	40.550469										
Community College of Allegheny County	800 Allegheny Ave	Pittsburgh	PA	15233	-80.01855	40.450632										
Byzantine Catholic Seminary of Saints Cyril and Methodius	3605 Perrysville Ave	Pittsburgh	PA	15214	-80.015825	40.484409										
Dean Institute of Technology	1501 W Liberty Ave	Pittsburgh	PA	15226	-80.015683	40.410013										
Regina's College of Beauty-High Point	801 English Rd	High Point	NC	27262	-80.014351	35.95465										
Triangle Tech Inc-Pittsburgh	1940 Perrysville Avenue	Pittsburgh	PA	15214	-80.012666	40.461988										
La Roche College	9000 Babcock Blvd	Pittsburgh	PA	15237	-80.011977	40.569777										
Empire Beauty School-North Hills	4768 McKnight Road	Pittsburgh	PA	15237	-80.005337	40.523071										
Point Park University	201 Wood St	Pittsburgh	PA	15222	-80.001462	40.438526										
Vet Tech Institute	125 Seventh St	Pittsburgh	PA	15222	-80.000297	40.443961										
The Art Institute of Pittsburgh	420 Boulevard of the Allies	Pittsburgh	PA	15219	-79.999452	40.437521										
Health And Style Institute	1114 Eastchester Dr	High Point	NC	27265	-79.997544	35.990965										
Laurel University	1215 Eastchester Drive	High Point	NC	27265	-79.997012	35.994241										
Kaplan Career Institute-Pittsburgh	933 Penn Avenue	Pittsburgh	PA	15222	-79.996991	40.44442										
Sanford-Brown Institute-Pittsburgh	421 Seventh Avenue	Pittsburgh	PA	15219	-79.996164	40.442822										
High Point University	833 Montlieu Ave	High Point	NC	27262	-79.994545	35.972674										
Duquesne University	Administration Bldg 600 Forbes Ave	Pittsburgh	PA	15282	-79.993046	40.437496										
The Art Institute of Pittsburgh-Online Division	 	Pittsburgh	PA	15222	-79.988202	40.447939										
Mercy Hospital School of Nursing	1401 Blvd of the Allies	Pittsburgh	PA	15219	-79.987416	40.436584										
Pennsylvania State University-Penn State Erie-Behrend College	4701 College Drive	Erie	PA	16563	-79.986362	42.120271										
Miller-Motte Technical College-Roanoke	4444 Electric Rd SW	Roanoke	VA	24018	-79.974654	37.230944										
Virginia Western Community College	3093 Colonial Ave	Roanoke	VA	24015	-79.973133	37.245648										
Bar Palma Beauty Careers Academy	3535 D Franklin Rd SW	Roanoke	VA	24014	-79.968854	37.237643										
South University-High Point	3975 Premier Drive	High Point	NC	27265	-79.965191	36.04128										
West Virginia University Hospital Departments of Rad Tech and Nutrition	Medical Ctr Dr	Morgantown	WV	26506	-79.964727	39.650535										
Citadel Military College of South Carolina	171 Moultrie St	Charleston	SC	29409	-79.961399	32.796975										
Brookstone College-Greensboro	424 Gallimore Dairy Road	Greensboro	NC	27409	-79.959661	36.077073										
Skyline College-Roanoke	5234 Airport Rd	Roanoke	VA	24012	-79.959442	37.319719										
Monongalia County Technical Education Center	1000 Mississippi Street	Morgantown	WV	26501	-79.957275	39.611165										
Regency Beauty Institute-Roanoke	5002 Cross Road	Roanoke	VA	24012	-79.956601	37.31712										
West Virginia Junior College-Morgantown	148 Willey St	Morgantown	WV	26505	-79.954803	39.63264										
University of Pittsburgh-Pittsburgh Campus	4200 Fifth Avenue	Pittsburgh	PA	15260	-79.954692	40.444502										
Morgantown Beauty College Inc	276 Walnut St	Morgantown	WV	26505	-79.954318	39.628855										
Western Pennsylvania Hospital School of Nursing	4900 Friendship Ave	Pittsburgh	PA	15224	-79.9455	40.462332										
Carnegie Mellon University	5000 Forbes Avenue	Pittsburgh	PA	15213	-79.942914	40.444616										
Hollins University	7916 Williamson Rd NW	Roanoke	VA	24020	-79.942196	37.354629										
University of Pittsburgh Medical Center-Shadyside School of Nursing	5230 Centre Ave	Pittsburgh	PA	15232	-79.940831	40.454415										
Empire Beauty School-West Mifflin	2393 Mountainview Dr	West Mifflin	PA	15122	-79.939958	40.345999										
Jefferson College of Health Sciences	101 Elm Avenue SE	Roanoke	VA	24013	-79.939711	37.26618										
Northeastern Technical College	1201 Chesterfield Hwy.	Cheraw	SC	29520	-79.939245	34.698248										
Charleston School of Law	81 Mary Street	Charleston	SC	29403	-79.938087	32.790803										
College of Charleston	66 George St	Charleston	SC	29424	-79.937251	32.783142										
Jolei's Hair Institute	203 E. Main Street	Olanta	SC	29114	-79.933461	33.93535										
Pittsburgh Institute of Mortuary Science Inc	5808 Baum Blvd	Pittsburgh	PA	15206	-79.930588	40.459318										
Pittsburgh Institute of Aeronautics	5 Allegheny County Airport	West Mifflin	PA	15122	-79.926995	40.350515										
The Art Institute of Charleston	24 N. Market St	Charleston	SC	29401	-79.926971	32.781424										
Human Resource Development and Employment Inc	1644 Mileground	Morgantown	WV	26505	-79.925671	39.645683										
Guilford Technical Community College	601 High Point Rd.	Jamestown	NC	27282	-79.921811	35.9972										
Pittsburgh Theological Seminary	616 N Highland Ave	Pittsburgh	PA	15206	-79.9209	40.46719										
Butler County Community College	107 College Drive	Butler	PA	16002	-79.912831	40.828345										
Empire Beauty School-West Greensboro	1312 Bridford Parkway	Greensboro	NC	27407	-79.904341	36.05155										
Reformed Presbyterian Theological Seminary	7418 Penn Ave	Pittsburgh	PA	15208	-79.897293	40.447851										
Butler Beauty Academy	233 S Main St	Butler	PA	16001	-79.895023	40.858009										
Guilford College	5800 W Friendly Avenue	Greensboro	NC	27410	-79.888848	36.092563										
Douglas Education Center	130 7th St	Monessen	PA	15062	-79.88832	40.161692										
Patrick Henry Community College	645 Patriot Avenue	Martinsville	VA	24112	-79.871136	36.7379										
Montgomery Community College	1011 Page St	Troy	NC	27371	-79.870005	35.367107										
Dabney S Lancaster Community College	1000 Dabney Drive	Clifton Forge	VA	24422	-79.85179	37.812546										
Virginia College-Greensboro	3740 South Holden Road	Greensboro	NC	27406	-79.840151	36.00925										
Mercyhurst University-North East Campus	16 W Division St	North East	PA	16428	-79.835671	42.2196										
All-State Career School-Pittsburgh	1200 Lebanon Road	West Mifflin	PA	15122	-79.828242	40.396915										
Randolph Community College	629 Industrial Pk Ave	Asheboro	NC	27205	-79.827879	35.672899										
Pennsylvania State University-Penn State Greater Allegheny	4000 University Drive	McKeesport	PA	15132	-79.827262	40.344474										
Virginia College-Florence	2400 David H. McLeod Blvd	Florence	SC	29501	-79.825531	34.18699										
Institute of Medical Careers	133 Jefferson Road Suite 101	Pittsburgh	PA	15235	-79.823941	40.46534										
Leons Beauty School Inc	1305 COLISEUM BLVD.	Greensboro	NC	27403	-79.823185	36.057502										
Williamsburg Technical College	601 Martin Luther King Jr Ave	Kingstree	SC	29556	-79.817984	33.657085										
Florence-Darlington Technical College	2715 W. Lucas Street	Florence	SC	29501	-79.81469	34.243882										
University of North Carolina at Greensboro	1400 Spring Garden St	Greensboro	NC	27402	-79.809844	36.067503										
Kenneth Shuler School of Cosmetology-Florence	2443 West Lucas Street	Florence	SC	29501	-79.809171	34.23883										
ITT Technical Institute-Tarentum	100 Pittsburgh Mills Circle	Tarentum	PA	15084	-79.80101	40.57267										
Greensboro College	815 W Market St	Greensboro	NC	27401	-79.800232	36.071082										
Empire Beauty School-Monroeville	The Plaza at 320 Mall Blvd	Monroeville	PA	15146	-79.785703	40.434267										
Bella Capelli Academy	151 Wyngate Drive	Monroeville	PA	15146	-79.781411	40.43278										
Bennett College	900 E Washington St	Greensboro	NC	27401	-79.77998	36.067531										
Career Training Academy-Monroeville	4314 Old William Penn Highway	Monroeville	PA	15146	-79.77612	40.442498										
Citizens School of Nursing	651 Fourth Avenue	New Kensington	PA	15068	-79.766475	40.561509										
Career Training Academy-New Kensington	950 5th Ave	New Kensington	PA	15068	-79.764064	40.562911										
The Hair Design School-E Greensboro	2001 E Wendover Ave	Greensboro	NC	27405	-79.759461	36.08758										
Rockingham Community College	Hwy 65w County Home Rd	Wentworth	NC	27375	-79.75835	36.388685										
Forbes Road Career and Technology Center	607 Beatty Rd	Monroeville	PA	15146	-79.75231	40.451594										
Newport Business Institute-Lower Burrell	945 Greensburg Rd	Lower Burrell	PA	15068	-79.738191	40.550269										
Oakbridge Academy of Arts	1250 Greensburg Rd	Lower Burrell	PA	15068	-79.732825	40.547009										
Richmond Community College	1042 W Hamlet Ave	Hamlet	NC	28345	-79.711514	34.902325										
Du Bois Business College-Oil City	Oil City Campus 701 East Third Street	Oil City	PA	16301	-79.703491	41.424358										
Pennsylvania State University-Penn State New Kensington	3550 Seventh Street Road	New Kensington	PA	15068	-79.703269	40.55382										
Venango County Area Vocational Technical School	1 Vo-Tech Dr	Oil City	PA	16301	-79.691607	41.428133										
Laurel Business Institute	11 East Penn St	Uniontown	PA	15401	-79.686482	39.924745										
Francis Marion University	4822 East Palmetto Street	Florence	SC	29506	-79.655515	34.192277										
Pennsylvania State University-Penn State Fayette- Eberly	2201 University Drive	Lemont Furnace	PA	15456	-79.654944	39.948498										
Pennsylvania Institute of Health and Technology	Mount Braddock Road	Mount Braddock	PA	15465	-79.645935	39.945486										
Westmoreland County Community College	145 Pavilion Lane	Youngwood	PA	15697	-79.564897	40.234321										
Lenape Technical School Practical Nursing Program	83 Glade Drive	Kittanning	PA	16201	-79.564487	40.815893										
Seton Hill University	1 Seton Hill Dr	Greensburg	PA	15601	-79.556228	40.308623										
Triangle Tech Inc-Greensburg	222 E Pittsburgh St Ste A	Greensburg	PA	15601	-79.540082	40.303124										
University of Pittsburgh-Greensburg	150 Finoli Drive	Greensburg	PA	15601	-79.535757	40.292824										
Kittanning Beauty School	120 Market St	Kittanning	PA	16201	-79.520139	40.813783										
Elon University	100 Campus Drive	Elon	NC	27244	-79.505632	36.104149										
Education and Technology Institute	219 Donohoe Rd	Greensburg	PA	15601	-79.501924	40.310893										
St Andrews University	1700 Dogwood Mile	Laurinburg	NC	28352	-79.478385	34.746283										
Washington and Lee University	204 West Washington Street	Lexington	VA	24450	-79.445724	37.787832										
Virginia Military Institute	VMI Parade	Lexington	VA	24450	-79.435737	37.790644										
Clarion County Career Center Practical Nursing Program	490 Career Lane	Shippenville	PA	16254	-79.426753	41.232585										
Sandhills Community College	3395 Airport Rd	Pinehurst	NC	28374	-79.4163	35.217076										
Averett University	420 W Main St	Danville	VA	24541	-79.413214	36.577273										
Averett University-Non-Traditional Programs	420 W Main St	Danville	VA	24541	-79.413195	36.577257										
Danville Community College	1008 S Main St	Danville	VA	24541	-79.40855	36.565714										
Danville Regional Medical Center School of Health Professions	142 S Main St	Danville	VA	24541	-79.405414	36.578155										
Saint Vincent Seminary	300 Fraser Purchase Rd	Latrobe	PA	15650	-79.403762	40.292651										
Saint Vincent College	300 Fraser Purchase Rd	Latrobe	PA	15650	-79.403702	40.29252										
Clarion University of Pennsylvania	840 Wood St	Clarion	PA	16214	-79.374775	41.209676										
Alamance Community College	1247 Jimmie Kerr Road	Graham	NC	27253	-79.357657	36.066683										
Southern Virginia University	One University Hill Drive	Buena Vista	VA	24416	-79.350296	37.740669										
Garrett College	687 Mosser Road	McHenry	MD	21541	-79.343267	39.560658										
Academy for Careers and Technology	2697 E Hwy 76	Mullins	SC	29574	-79.338778	34.187704										
SUNY at Fredonia	280 Central Ave	Fredonia	NY	14063	-79.336109	42.450961										
Body Therapy Institute	300 Southwind Road	Siler City	NC	27344	-79.335181	35.77931										
Future Generations Graduate School	390 Road Less Traveled	Franklin	WV	26807	-79.330947	38.642794										
Jamestown Business College	7 Fairmount Ave	Jamestown	NY	14701	-79.249373	42.095118										
Miller-Motte Technical College-Lynchburg	1011 Creekside Lane	Lynchburg	VA	24502	-79.226263	37.375746										
Wyo Tech-Blairsville	500 Innovation Drive	Blairsville	PA	15717	-79.225116	40.447002										
University of North Carolina at Pembroke	One University Drive	Pembroke	NC	28372	-79.201895	34.687231										
Central Virginia Community College	3506 Wards Rd	Lynchburg	VA	24502	-79.184391	37.358895										
Lynchburg College	1501 Lakeside Dr	Lynchburg	VA	24501	-79.184153	37.397678										
Sylvain Melloul International Hair Academy	3405 Candlers Mountain Rd. #G360	Lynchburg	VA	24502	-79.178341	37.36458										
Randolph College	2500 Rivermont Ave	Lynchburg	VA	24503	-79.17079	37.437429										
Cambria-Rowe Business College-Indiana	422 S 13th St	Indiana	PA	15701	-79.165982	40.617673										
Indiana University of Pennsylvania-Main Campus	1011 South Dr 201 Sutton Hall	Indiana	PA	15705	-79.159869	40.615589										
Virginia University of Lynchburg	2058 Garfield Ave	Lynchburg	VA	24501	-79.151518	37.395135										
Central Carolina Community College	1105 Kelly Dr	Sanford	NC	27330	-79.144506	35.472316										
Indiana County Technology Center	441 Hamill Rd	Indiana	PA	15701	-79.126228	40.644102										
South Branch Career and Technical Center	401 Pierpont St	Petersburg	WV	26847	-79.120401	39.0008										
Sweet Briar College	134 Chapel Drive	Sweet Briar	VA	24595	-79.079735	37.556317										
Staunton School of Cosmetology	128 E Beverley St	Staunton	VA	24401	-79.070618	38.149493										
Mary Baldwin College	New & Frederick St	Staunton	VA	24401	-79.068325	38.154799										
Aveda Institute-Chapel Hill	200 W Franklin St Ste 110	Chapel Hill	NC	27516	-79.058561	35.91245										
University of North Carolina at Chapel Hill	103 South Bldg Cb 9100	Chapel Hill	NC	27599	-79.050969	35.912165										
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program	8685 Erie Rd	Angola	NY	14006	-79.040253	42.648295										
University of North Carolina System Office	910 Raleigh Rd	Chapel Hill	NC	27515	-79.030578	35.909446										
Somerset County Technology Center	281 Technology Dr	Somerset	PA	15501	-79.029641	40.00475										
Coastal Carolina University	103 Tom Trout Drive	Conway	SC	29526	-79.0126	33.794733										
Robeson Community College	5160 Fayetteville Rd	Lumberton	NC	28360	-79.0044	34.6213										
Horry-Georgetown Technical College	2050 Highway 501 East	Conway	SC	29526	-79.003611	33.79614										
Miller-Motte Technical College-Conway	2541 Highway 501 East	Conway	SC	29526	-78.993461	33.788822										
Woodrow Wilson Rehabilitation Center	64 James Anderson Road	Fishersville	VA	22939	-78.991262	38.117932										
Mineral County Vocational Technical Center	600 Harley O Staggers Sr Dr	Keyser	WV	26726	-78.98828	39.42728										
Cheryl Fells School of Business	2541 Military Road	Niagara Falls	NY	14304	-78.983878	43.106386										
Potomac State College of West Virginia University	101 Fort Ave	Keyser	WV	26726	-78.983175	39.436935										
Piedmont Community College	1715 College Dr	Roxboro	NC	27573	-78.980607	36.431674										
Durham Beauty Academy	4600 Durham Chapel Hill Blvd Ste 31	Durham	NC	27707	-78.978992	35.962556										
Bridgewater College	402 E College St	Bridgewater	VA	22812	-78.969011	38.378391										
Grace College of Divinity	5117 Cliffdale Road	Fayetteville	NC	28314	-78.961691	35.05877										
Paul Mitchell the School-Fayetteville	505A Cross Creek Mall	Fayetteville	NC	28303	-78.958606	35.070338										
Commonwealth Technical Institute	727 Goucher St	Johnstown	PA	15905	-78.947916	40.304332										
Duke University	103 Allen Bldg	Durham	NC	27708	-78.94226	36.00159										
Cathedral Bible College	803 Howard Avenue	Myrtle Beach	SC	29577	-78.939706	33.660907										
Carolina College of Biblical Studies	817 South McPherson Church Road	Fayetteville	NC	28303	-78.939491	35.05137										
Blue Ridge Community College	1 College Lane	Weyers Cave	VA	24486	-78.939038	38.279582										
Fayetteville Beauty College	3442 Bragg Blvd	Fayetteville	NC	28303	-78.937041	35.07681										
Frostburg State University	101 Braddock Road	Frostburg	MD	21532	-78.933871	39.651509										
Eastern West Virginia Community and Technical College	316 Eastern Drive	Moorefield	WV	26836	-78.93209	39.07539										
Golf Academy of America-Myrtle Beach	3268 Waccamaw Blvd.	Myrtle Beach	SC	29579	-78.926004	33.718217										
Fayetteville Technical Community College	2201 Hull Rd	Fayetteville	NC	28303	-78.924515	35.068313										
Cambria-Rowe Business College-Johnstown	221 Central Ave	Johnstown	PA	15902	-78.910812	40.303743										
Regency Beauty Institute-Durham	1058 W Club Blvd Ste 826	Durham	NC	27701	-78.909964	36.017972										
The Hair Design School-Durham	5106 N Roxboro Rd	Durham	NC	27704	-78.907235	36.068089										
North Carolina Central University	1801 Fayetteville Street	Durham	NC	27707	-78.898602	35.974237										
Fayetteville State University	1200 Murchison Rd	Fayetteville	NC	28301	-78.894709	35.072485										
Jefferson County Dubois Area Vocational Technical Practical Nursing Program	576 Vo-Tech Road	Reynoldsville	PA	15851	-78.892532	41.109573										
D'Youville College	320 Porter Ave	Buffalo	NY	14201	-78.890369	42.902263										
CET-Durham	807 E. Main Street	Durham	NC	27701	-78.890217	35.990998										
Park West Barber School	931 E Main St	Durham	NC	27701	-78.889981	35.98915										
Miller-Motte College-Fayetteville	3725 Ramsey St Ste 103A	Fayetteville	NC	28311	-78.881341	35.11143										
Durham Technical Community College	1637 Lawson Street	Durham	NC	27703	-78.880735	35.975202										
Buffalo State SUNY	1300 Elmwood Ave	Buffalo	NY	14222	-78.88067	42.934199										
Niagara County Community College	3111 Saunders Settlement Rd	Sanborn	NY	14132	-78.877008	43.147025										
Eastern Mennonite University	1200 Park Rd	Harrisonburg	VA	22802	-78.876077	38.478611										
Methodist University	5400 Ramsey St	Fayetteville	NC	28311	-78.875024	35.137854										
Leon Studio One School of Hair Design & Career Training Center	184 Sweeney Street	North Tonawanda	NY	14120	-78.873871	43.02317										
Erie Community College	121 Ellicott St	Buffalo	NY	14203	-78.872679	42.881771										
Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown	2445 Bedford St	Johnstown	PA	15904	-78.872312	40.295316										
