INSTNM	ADDR	CITY	STABBR	ZIP	LONGITUD	LATITUDE										
James Madison University	800 South Main Street	Harrisonburg	VA	22807	-78.871663	38.435332										
Orleans Niagara BOCES-Practical Nursing Program	3181 Saunders Settlement Rd	Sanborn	NY	14132	-78.866537	43.14606										
National Tractor Trailer School Inc-Buffalo	175 Katherine St	Buffalo	NY	14210	-78.857766	42.865334										
Canisius College	2001 Main St	Buffalo	NY	14208	-78.851794	42.925319										
Apex School of Theology	1701 T.W. Alexander Drive	Durham	NC	27703	-78.841041	35.92314										
Greater Johnstown Career and Technology Center	445 Schoolhouse Rd	Johnstown	PA	15904	-78.838152	40.269577										
Pennsylvania Highlands Community College	101 Community College Way	Johnstown	PA	15904	-78.837175	40.26408										
University of Pittsburgh-Johnstown	450 Schoolhouse Road	Johnstown	PA	15904	-78.832611	40.268583										
Continental School of Beauty Culture-Buffalo	326 Kenmore Ave	Buffalo	NY	14223	-78.83	42.958227										
The Salon Professional Academy-Tonawanda	2309 Eggert Rd	Tonawanda	NY	14150	-78.825221	42.98185										
MarJon School of Beauty ltd-Tonawanda	1154 Niagara Falls Boulevard	Tonawanda	NY	14150	-78.823535	42.98558										
Strayer University-North Carolina	4 Copley Pkwy	Morrisville	NC	27560	-78.822371	35.86518										
Hilbert College	5200 S Park Ave	Hamburg	NY	14075	-78.82029	42.75505										
Strand College of Hair Design	423 79th Ave N	Myrtle Beach	SC	29572	-78.815652	33.74785										
Villa Maria College	240 Pine Ridge Rd	Buffalo	NY	14225	-78.795666	42.913045										
Triangle Tech Inc-Dubois	225 Tannery Row Road	DuBois	PA	15840	-78.794311	41.146473										
University at Buffalo	12 Capen Hall	Buffalo	NY	14260	-78.790103	43.001433										
Daemen College	4380 Main St	Amherst	NY	14226	-78.789025	42.965024										
Erie 1 BOCES	355 Harlem Rd	West Seneca	NY	14224	-78.78642	42.851567										
Southeastern Community College	4564 Chadbourn Hwy	Whiteville	NC	28472	-78.785243	34.33155										
ITT Technical Institute-Getzville	2295 Millersport Hwy	Getzville	NY	14068	-78.770457	43.012044										
Bryant & Stratton College-Southtowns	Sterling Park - 200 Redtail Rd.	Orchard Park	NY	14127	-78.770366	42.790182										
Bryant & Stratton College-Online	180 Redtail Rd	Orchard Park	NY	14127	-78.767204	42.79079										
International Beauty School	119 North Centere Street	Cumberland	MD	21502	-78.762756	39.65353										
Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois	19 N Brady St	Du Bois	PA	15801	-78.762083	41.118916										
Leon Studio One School of Hair Design	5385 Main St	Williamsville	NY	14221	-78.758098	42.960266										
Pennsylvania Institute of Taxidermy Inc	118 Industrial Pk Rd	Ebensburg	PA	15931	-78.755932	40.464581										
Continental School of Beauty Culture-West Seneca	1050 Union Rd	West Seneca	NY	14224	-78.754766	42.828946										
Pennsylvania State University-Penn State Dubois	1 College Place	DuBois	PA	15801	-78.751784	41.126941										
Bryant & Stratton College-Amherst	3650 Millersport Highway	Getzville	NY	14068	-78.743201	43.04051										
Shepherds Theological Seminary	6051 Tryon Road	Cary	NC	27518	-78.742911	35.74438										
Mitchell's Hair Styling Academy-Raleigh	1301 Buck Jones Rd	Raleigh	NC	27606	-78.742438	35.764652										
Miller-Motte College-Cary	2205 Walnut Street	Cary	NC	27518	-78.740708	35.755124										
Paul Mitchell The School-Raleigh	8551 Glenwood Avenue	Raleigh	NC	27612	-78.739861	35.88234										
Campbell University	450 Leslie Campbell Ave	Buies Creek	NC	27506	-78.739508	35.409333										
Bladen Community College	7418 NC Hwy 41 West	Dublin	NC	28332	-78.731749	34.64609										
Allegany College of Maryland	12401 Willowbrook Rd SE	Cumberland	MD	21502	-78.729766	39.652658										
MyComputerCareer.com-Raleigh	5511 Capital Center Dr Ste 204	Raleigh	NC	27606	-78.727311	35.76721										
Wake Technical Community College	9101 Fayetteville Road	Raleigh	NC	27603	-78.706126	35.650151										
New York Institute of Massage Inc	4701 Transit Rd	Williamsville	NY	14221	-78.696761	42.974993										
Meredith College	3800 Hillsborough St	Raleigh	NC	27607	-78.689175	35.797197										
MarJon School of Beauty ltd-Lockport	144 Main Street	Lockport	NY	14094	-78.688891	43.17033										
North Carolina State University at Raleigh	2101 Hillsborough Street	Raleigh	NC	27695	-78.674517	35.785111										
University of Pittsburgh-Bradford	300 Campus Drive	Bradford	PA	16701	-78.673039	41.944173										
Christ the King Seminary	711 Knox Rd	East Aurora	NY	14052	-78.656594	42.772212										
Shaw University	118 East South Street	Raleigh	NC	27601	-78.637693	35.771181										
Saint Augustine's University	1315 Oakwood Avenue	Raleigh	NC	27610	-78.621806	35.785032										
Heritage Bible College	1747 Bud Hawkins Road	Dunn	NC	28334	-78.613355	35.268445										
Mount Aloysius College	7373 Admiral Peary Hwy	Cresson	PA	16630	-78.601358	40.459948										
Miller-Motte College-Raleigh	3901 Capital Blvd Ste 151	Raleigh	NC	27604	-78.585643	35.835536										
Living Arts College	3000 Wakefield Crossing Drive	Raleigh	NC	27614	-78.555726	35.942892										
Southeastern Baptist Theological Seminary	120 S. Wingate Street	Wake Forest	NC	27587	-78.51389	35.981009										
University of Virginia-Main Campus	1827 University Avenue	Charlottesville	VA	22903	-78.502599	38.036546										
Virginia School of Massage	153 Zan Road	Charlottesville	VA	22901	-78.495794	38.055496										
Vance-Granville Community College	200 Community College Road	Henderson	NC	27537	-78.487283	36.323421										
Piedmont Virginia Community College	501 College Drive	Charlottesville	VA	22902	-78.48371	38.006902										
St Bonaventure University	3261 W. State Road	Saint Bonaventure	NY	14778	-78.47586	42.07863										
Continental School of Beauty Culture-Olean	517 N Barry St	Olean	NY	14760	-78.430287	42.086025										
Olean Business Institute	301 N Union St	Olean	NY	14760	-78.430182	42.081645										
Clearfield County Career and Technology Center	1620 River Road	Clearfield	PA	16830	-78.418679	41.030572										
Pennsylvania State University-Penn State Altoona	3000 Ivyside Park	Altoona	PA	16601	-78.409112	40.540682										
Cattaraugus Allegany BOCES-Practical Nursing Program	1825 Windfall Rd	Olean	NY	14760	-78.405395	42.093196										
Greater Altoona Career & Technology Center	1500 Fourth Avenue	Altoona	PA	16602	-78.397255	40.508473										
The Salon Professional Academy-Altoona	705 12th St	Altoona	PA	16602	-78.397173	40.512973										
YTI Career Institute-Altoona	2900 Fairway Dr	Altoona	PA	16602	-78.396073	40.482439										
Altoona Beauty School Inc	1554 Valley View Blvd.	Altoona	PA	16602	-78.387327	40.501789										
Sampson Community College	Highway 24 West	Clinton	NC	28329	-78.361136	34.99086										
Johnston Community College	245 College Road	Smithfield	NC	27577	-78.332293	35.501418										
Louisburg College	501 N. Main St.	Louisburg	NC	27549	-78.299709	36.105393										
Lord Fairfax Community College	173 Skirmisher Lane	Middletown	VA	22645	-78.267325	39.036001										
Brunswick Community College	50 College Rd	Bolivia	NC	28422	-78.22979	34.038973										
Continental School of Beauty Culture-Batavia	215 E. Main St	Batavia	NY	14020	-78.193	43.0013										
Genesee Valley BOCES-Practical Nursing Program	Adult Education Office  8250 State St Rd	Batavia	NY	14020	-78.182909	43.014665										
Houghton College	1 Willard Ave	Houghton	NY	14744	-78.156882	42.426841										
Genesee Community College	One College Rd	Batavia	NY	14020	-78.138024	43.016831										
Mount Olive College	634 Henderson St	Mount Olive	NC	28365	-78.071265	35.206314										
Juniata College	1700 Moore St	Huntingdon	PA	16652	-78.015204	40.499511										
Du Bois Business College-Huntingdon	Huntingdon Cnty Campus 1001 Moore Street	Huntingdon	PA	16652	-78.014601	40.489917										
Blue Ridge Community and Technical College	13650 Apple Harvest Drive	Martinsburg	WV	25403	-78.00267	39.437633										
Culpeper Cosmetology Training Center	311 South East Street #120	Culpeper	VA	22701	-77.994978	38.471472										
James Rumsey Technical Institute	3274  Hedgesville Road	Martinsburg	WV	25403	-77.978583	39.5328										
James Sprunt Community College	133 James Sprunt Drive	Kenansville	NC	28349	-77.977639	34.946802										
International Beauty School 4	201 West King Street	Martinsburg	WV	25401	-77.964891	39.454573										
Valley College-Martinsburg	287 Aikens Ctr Edwin Miller Blvd	Martinsburg	WV	25404	-77.958315	39.487498										
Mitchells Hairstyling Academy-Wilson	2616 Forest Hills Road	Wilson	NC	27893	-77.951093	35.72171										
SUNY College at Brockport	350 New Campus Dr	Brockport	NY	14420	-77.949824	43.209862										
Cape Fear Community College	411 North Front Street	Wilmington	NC	28401	-77.948985	34.240243										
Mitchells Hairstyling Academy-Goldsboro	1021 N Spence Ave	Goldsboro	NC	27534	-77.94802	35.385225										
Wayne Community College	3000 Wayne Memorial Dr	Goldsboro	NC	27534	-77.944887	35.403279										
Huntingdon County Career and Technology Center	Vo Tech Dr	Mill Creek	PA	17060	-77.927438	40.434249										
Southside Virginia Community College	109 Campus Dr	Alberta	VA	23821	-77.917964	36.839073										
College of Wilmington	3500 Oleander Drive Suite 1111	Wilmington	NC	28403	-77.906441	34.21232										
Wilson Community College	902 Herring Ave	Wilson	NC	27893	-77.892872	35.731096										
Miller-Motte College-Wilmington	5000 Market Street	Wilmington	NC	28405	-77.881548	34.225965										
University of North Carolina Wilmington	601 South College Road	Wilmington	NC	28403	-77.875527	34.225223										
Pennsylvania State University-Main Campus	201 Old Main	University Park	PA	16802	-77.861644	40.800732										
American Public University System	111 W Congress St	Charles Town	WV	25414	-77.859781	39.288383										
Empire Beauty School-State College	206 W Hamilton Ave	State College	PA	16801	-77.856	40.787437										
South Hills School of Business & Technology	480 Waupelani Dr	State College	PA	16801	-77.855466	40.775033										
Saint Pauls College	115 College Drive	Lawrenceville	VA	23868	-77.850862	36.76059										
Pennsylvania State University-World Campus	128 Outreach Building	University Park	PA	16802	-77.841657	40.832677										
SUNY College at Geneseo	1 College Circle	Geneseo	NY	14454	-77.821999	42.796864										
Shepherd University	301 North King St	Shepherdstown	WV	25443	-77.804844	39.434319										
Roberts Wesleyan College	2301 Westside Dr	Rochester	NY	14624	-77.798964	43.126747										
Northeastern Seminary	2265 Westside Dr	Rochester	NY	14624	-77.797762	43.12625										
SUNY College of Technology at Alfred	10 Upper College Drive	Alfred	NY	14802	-77.791057	42.258745										
Alfred University	One Saxon Drive	Alfred	NY	14802	-77.788625	42.255866										
Germanna Community College	2130 Germanna Hwy	Locust Grove	VA	22508	-77.780132	38.375556										
North Carolina Wesleyan College	3400 N Wesleyan Blvd	Rocky Mount	NC	27804	-77.774231	36.017443										
Central Pennsylvania Institute of Science and Technology	540 N Harrison Rd	Pleasant Gap	PA	16823	-77.740423	40.882223										
Empire Beauty School-Rochester	340 Elm Ridge Center Drive	Rochester	NY	14626	-77.729823	43.215448										
Kaplan University-Hagerstown Campus	18618 Crestwood Dr	Hagerstown	MD	21742	-77.722485	39.672993										
Award Beauty School	26 E Antietam St	Hagerstown	MD	21740	-77.720283	39.640443										
Bryant & Stratton College-Greece	854 Long Pond Road	Rochester	NY	14612	-77.696543	43.240725										
Franklin County Career and Technology Center	1015 Philadelphia Avenue	Chambersburg	PA	17201	-77.687718	39.898369										
Rochester Institute of Technology	1 Lomb Memorial Dr	Rochester	NY	14623	-77.67521	43.090325										
Hagerstown Community College	11400 Robinwood Dr	Hagerstown	MD	21742	-77.667379	39.631009										
Chambersburg Beauty School	171 Cedar Ave	Chambersburg	PA	17201	-77.665359	39.935077										
St James Mercy Hospital School of Radiologic Science	411 Canisteo Street	Hornell	NY	14843	-77.660564	42.313847										
Wilson College	1015 Philadelphia Ave	Chambersburg	PA	17201	-77.658075	39.947461										
University of Rochester	Wilson Blvd. - Wallis Hall	Rochester	NY	14627	-77.631042	43.126437										
Continental School of Beauty Culture-Rochester	633 Jefferson Rd	Rochester	NY	14623	-77.627186	43.086371										
Halifax Community College	100 College Drive	Weldon	NC	27890	-77.617681	36.427712										
Monroe Community College	1000 E Henrietta Rd	Rochester	NY	14623	-77.608488	43.101265										
Sharp Edgez Barber Institute	758 South Avenue	Rochester	NY	14620	-77.60501	43.140462										
Shear Ego International School of Hair Design	525 Titus Ave	Rochester	NY	14617	-77.602691	43.21083										
Bryant & Stratton College-Henrietta	1225 Jefferson Rd	Rochester	NY	14623	-77.599568	43.085881										
South UniversityﾖRichmond	2151 Old Brick Rd	Glen Allen	VA	23060	-77.59915	37.64676										
Colgate Rochester Crozer Divinity School	1100 S Goodman St	Rochester	NY	14620	-77.598551	43.131789										
Empire Beauty School-Midlothian	10807 Hull Street Rd	Midlothian	VA	23112	-77.594067	37.438104										
Rochester General Hospital School of Medical Technology	1425 Portland Ave	Rochester	NY	14621	-77.586912	43.192352										
Everest Institute-Rochester	1630 Portland Ave	Rochester	NY	14621	-77.585507	43.19617										
Onondaga School of Therapeutic Massage-Rochester	302 N Goodman St Ste 200	Rochester	NY	14607	-77.583691	43.15865										
Isabella Graham Hart School of Practical Nursing	100 Kings Highway South	Rochester	NY	14617	-77.575701	43.20182										
Talmudical Institute of Upstate New York	769 Park Ave	Rochester	NY	14607	-77.574943	43.147062										
Edgecombe Community College	2009 W Wilson St	Tarboro	NC	27886	-77.571786	35.879867										
Lenoir Community College	231 Highway 58 South	Kinston	NC	28502	-77.571532	35.234405										
Geisinger-Lewistown Hospital School of Nursing	400 Highland Avenue	Lewistown	PA	17044	-77.567361	40.61847										
ITT Technical Institute-Richmond	300 Gateway Centre Pky	Richmond	VA	23235	-77.557388	37.49916										
Mifflin-Juniata Career and Technology Center	700 Pitt St	Lewistown	PA	17044	-77.554092	40.605321										
Institute of Advanced Medical Esthetics	8527 Mayland Dr Suite 108	Richmond	VA	23294	-77.552431	37.62677										
Empire Beauty School-Richmond	9049 West Broad St. #3	Richmond	VA	23294	-77.548933	37.636022										
Pennsylvania State University-Penn State Mont Alto	1 Campus Drive	Mont Alto	PA	17237	-77.544068	39.841914										
Centura College-Richmond Main	7914 Midlothian Turnpike	Richmond	VA	23235	-77.543339	37.498958										
Bryant & Stratton College-Richmond	8141 Hull St Rd	North Chesterfield	VA	23235	-77.542139	37.460414										
University of Richmond	28 Westhampton Way	University of Richmond	VA	23173	-77.538702	37.577625										
Henrico County-Saint Marys Hospital School of Practical Nursing	7850 Carousel Lane	Henrico	VA	23294	-77.533001	37.62915										
Virginia Baptist College	4111 Plank Rd	Fredericksburg	VA	22407	-77.531381	38.29061										
Virginia College-Richmond	7200 Midlothian Turnpike	Richmond	VA	23225	-77.52957	37.500817										
